outlet_domain,n_pages,n_links,target_prop_ratio,avg_target_prob_prop,incoming_prop_ratio,avg_source_prob_prop,outlet_label
restmedia.st,45,84,0.489,0.488,0.735,0.744,network_leaning_propaganda
